ow	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	Correct First Attempt	Incorrects	Hints	Corrects	KC(Default)	Opportunity(Default)
160	0BrbPbwCMz	Unit ES_04, Section ES_04-10	EG57	3	30+2 = 8x-2+2	2005-09-21 12:33:21.0	2005-09-21 12:33:26.0	2005-09-21 12:33:26.0	2005-09-21 12:33:29.0	8	8		1	0	0	2	[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]	19
161	0BrbPbwCMz	Unit ES_04, Section ES_04-10	EG57	3	32 = 8x	2005-09-21 12:33:29.0	2005-09-21 12:33:37.0	2005-09-21 12:33:37.0	2005-09-21 12:33:37.0	8	8		1	0	0	1	[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	10~~23
162	0BrbPbwCMz	Unit ES_04, Section ES_04-10	EG57	3	32/8 = 8x/8	2005-09-21 12:33:37.0	2005-09-21 12:33:41.0	2005-09-21 12:33:41.0	2005-09-21 12:33:44.0	7	7		1	0	0	2	[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]]	9
163	0BrbPbwCMz	Unit ES_04, Section ES_04-11	EG58A	1	-35(45x-43)+26x = -32	2005-09-21 12:33:54.0	2005-09-21 12:34:23.0	2005-09-21 12:36:44.0	2005-09-21 12:36:44.0	170		170	0	6	2	1	[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]	35
164	0BrbPbwCMz	Unit ES_04, Section ES_04-11	EG58A	1	-1575x+1505+26x = -32	2005-09-21 12:36:44.0	2005-09-21 12:36:49.0	2005-09-21 12:36:49.0	2005-09-21 12:36:49.0	5	5		1	0	0	1	[SkillRule: Consolidate vars with coeff; CLT]	5
165	0BrbPbwCMz	Unit ES_04, Section ES_04-11	EG58A	1	-1549x+1505 = -32	2005-09-21 12:36:49.0	2005-09-21 12:36:58.0	2005-09-21 12:36:58.0	2005-09-21 12:36:58.0	9	9		1	0	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]	43
166	0BrbPbwCMz	Unit ES_04, Section ES_04-11	EG58A	1	-1549x = -1537	2005-09-21 12:36:58.0	2005-09-21 12:37:10.0	2005-09-21 12:37:10.0	2005-09-21 12:37:10.0	12	12		1	0	0	1	[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]	24~~6
167	0BrbPbwCMz	Unit ES_04, Section ES_04-11	EG58	1	6 = 1x+2(-8x+4)	2005-09-21 12:37:32.0	2005-09-21 12:37:45.0	2005-09-21 12:37:45.0	2005-09-21 12:37:45.0	13	13		1	0	0	1	[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]	36
168	0BrbPbwCMz	Unit ES_04, Section ES_04-11	EG58	1	6 = 1x-16x+8	2005-09-21 12:37:45.0	2005-09-21 12:37:49.0	2005-09-21 12:37:49.0	2005-09-21 12:37:49.0	4	4		1	0	0	1	[SkillRule: Consolidate vars, no coeff; CLT]	8
169	0BrbPbwCMz	Unit ES_04, Section ES_04-11	EG58	1	6 = -15x+8	2005-09-21 12:37:49.0	2005-09-21 12:37:56.0	2005-09-21 12:37:56.0	2005-09-21 12:37:56.0	7	7		1	0	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]	44
170	0BrbPbwCMz	Unit ES_04, Section ES_04-11	EG58	1	-2 = -15x	2005-09-21 12:37:56.0	2005-09-21 12:38:05.0	2005-09-21 12:38:18.0	2005-09-21 12:38:18.0	22		22	0	1	0	1	[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]	25~~7
171	0BrbPbwCMz	Unit ES_04, Section ES_04-11	EG58A	2	26(30y+23)-21y = -39	2005-09-21 12:38:27.0	2005-09-21 12:40:11.0	2005-09-21 12:40:11.0	2005-09-21 12:40:11.0	104	104		1	0	0	1	[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]	37
172	0BrbPbwCMz	Unit ES_04, Section ES_04-11	EG58A	2	780y+598-21y = -39	2005-09-21 12:40:11.0	2005-09-21 12:40:18.0	2005-09-21 12:40:18.0	2005-09-21 12:40:18.0	7	7		1	0	0	1	[SkillRule: Consolidate vars with coeff; CLT]	6
173	0BrbPbwCMz	Unit ES_04, Section ES_04-11	EG58A	2	759y+598 = -39	2005-09-21 12:40:18.0	2005-09-21 12:40:28.0	2005-09-21 12:40:28.0	2005-09-21 12:40:28.0	10	10		1	0	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]	45
174	0BrbPbwCMz	Unit ES_04, Section ES_04-11	EG58A	2	759y = -637	2005-09-21 12:40:28.0	2005-09-21 12:41:04.0	2005-09-21 12:41:04.0	2005-09-21 12:41:04.0	36	36		1	0	0	1	[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	11~~26
175	0BrbPbwCMz	Unit ES_04, Section ES_04-11	EG58	2	5 = -4y+9(7y-4)	2005-09-21 12:41:11.0	2005-09-21 12:41:25.0	2005-09-21 12:41:25.0	2005-09-21 12:41:25.0	14	14		1	0	0	1	[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]	38
176	0BrbPbwCMz	Unit ES_04, Section ES_04-11	EG58	2	5 = -4y+63y-36	2005-09-21 12:41:25.0	2005-09-21 12:41:36.0	2005-09-21 12:41:36.0	2005-09-21 12:41:36.0	11	11		1	0	0	1	[SkillRule: Consolidate vars with coeff; CLT]	7
177	0BrbPbwCMz	Unit ES_04, Section ES_04-11	EG58	2	5 = 59y-36	2005-09-21 12:41:36.0	2005-09-21 12:41:44.0	2005-09-21 12:41:44.0	2005-09-21 12:41:44.0	8	8		1	0	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]	46~~10
178	0BrbPbwCMz	Unit ES_04, Section ES_04-11	EG58	2	41 = 59y	2005-09-21 12:41:44.0	2005-09-21 12:41:52.0	2005-09-21 12:41:52.0	2005-09-21 12:41:52.0	8	8		1	0	0	1	[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]	12~~27
179	0BrbPbwCMz	Unit ES_04, Section ES_04-12	EG58	1	4(-8y+1)+1y = 6	2005-09-21 12:41:59.0	2005-09-21 12:42:40.0	2005-09-21 12:42:40.0	2005-09-21 12:42:40.0	41	41		1	0	0	1	[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]	39
180	0BrbPbwCMz	Unit ES_04, Section ES_04-12	EG58	1	FinalAnswer	2005-09-21 12:42:40.0	2005-09-21 12:42:49.0	2005-09-21 12:42:56.0	2005-09-21 12:44:17.0	25		25	0	2	0	2	distribute-sp~~combine-like-terms-sp	4~~12
181	0BrbPbwCMz	Unit ES_04, Section ES_04-12	EG58	1	-32y+4+1y = 6	2005-09-21 12:42:56.0	2005-09-21 12:43:35.0	2005-09-21 12:43:35.0	2005-09-21 12:43:35.0	39	39		1	0	0	1	[SkillRule: Consolidate vars, no coeff; CLT]	9
182	0BrbPbwCMz	Unit ES_04, Section ES_04-12	EG58	1	y1R1	2005-09-21 12:43:35.0	2005-09-21 12:43:41.0	2005-09-21 12:43:41.0	2005-09-21 12:43:41.0	6	6		1	0	0	1		
183	0BrbPbwCMz	Unit ES_04, Section ES_04-12	EG58	1	constant terms1R1	2005-09-21 12:43:41.0	2005-09-21 12:43:49.0	2005-09-21 12:43:49.0	2005-09-21 12:43:49.0	8	8		1	0	0	1		
184	0BrbPbwCMz	Unit ES_04, Section ES_04-12	EG58	1	y2R1	2005-09-21 12:43:49.0	2005-09-21 12:43:53.0	2005-09-21 12:43:53.0	2005-09-21 12:43:53.0	4	4		1	0	0	1		
185	0BrbPbwCMz	Unit ES_04, Section ES_04-12	EG58	1	yR2	2005-09-21 12:43:53.0	2005-09-21 12:44:01.0	2005-09-21 12:44:01.0	2005-09-21 12:44:01.0	8	8		1	0	0	1		
186	0BrbPbwCMz	Unit ES_04, Section ES_04-12	EG58	1	constant termsR2	2005-09-21 12:44:01.0	2005-09-21 12:44:08.0	2005-09-21 12:44:08.0	2005-09-21 12:44:08.0	7	7		1	0	0	1		
187	0BrbPbwCMz	Unit ES_04, Section ES_04-12	EG58	1	-31y+4 = 6	2005-09-21 12:44:17.0	2005-09-21 12:44:37.0	2005-09-21 12:44:37.0	2005-09-21 12:44:37.0	20	20		1	0	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]	47
188	0BrbPbwCMz	Unit ES_04, Section ES_04-12	EG58	1	-31y+4-4 = 6-4	2005-09-21 12:44:37.0	2005-09-21 12:44:46.0	2005-09-21 12:44:46.0	2005-09-21 12:44:53.0	16	16		1	0	0	2	[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]	20
189	0BrbPbwCMz	Unit ES_04, Section ES_04-12	EG58	1	-31y = 2	2005-09-21 12:44:53.0	2005-09-21 12:45:13.0	2005-09-21 12:45:13.0	2005-09-21 12:45:13.0	20	20		1	0	0	1	[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]	28~~8
190	0BrbPbwCMz	Unit ES_04, Section ES_04-12	EG58	1	-31y/-31 = 2/-31	2005-09-21 12:45:13.0	2005-09-21 12:45:18.0	2005-09-21 12:45:18.0	2005-09-21 12:45:25.0	12	12		1	0	0	2	[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]]	10
191	0BrbPbwCMz	Unit ES_04, Section ES_04-12	EG58A	1	18(46y-10)+22y = -18	2005-09-21 12:45:32.0	2005-09-21 12:46:44.0	2005-09-21 12:46:44.0	2005-09-21 12:46:44.0	72	72		1	0	0	1	[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]	40
192	0BrbPbwCMz	Unit ES_04, Section ES_04-12	EG58A	1	FinalAnswer	2005-09-21 12:46:44.0	2005-09-21 12:47:37.0	2005-09-21 12:47:37.0	2005-09-21 12:50:26.0	64	64		1	0	0	2	distribute-sp~~combine-like-terms-sp	5~~13
193	0BrbPbwCMz	Unit ES_04, Section ES_04-12	EG58A	1	828y-180+22y = -18	2005-09-21 12:47:37.0	2005-09-21 12:49:31.0	2005-09-21 12:49:31.0	2005-09-21 12:49:31.0	114	114		1	0	0	1	[SkillRule: Consolidate vars with coeff; CLT]	8
194	0BrbPbwCMz	Unit ES_04, Section ES_04-12	EG58A	1	y1R1	2005-09-21 12:49:31.0	2005-09-21 12:49:36.0	2005-09-21 12:49:36.0	2005-09-21 12:49:36.0	5	5		1	0	0	1		
195	0BrbPbwCMz	Unit ES_04, Section ES_04-12	EG58A	1	y2R1	2005-09-21 12:49:36.0	2005-09-21 12:49:39.0	2005-09-21 12:49:39.0	2005-09-21 12:49:39.0	3	3		1	0	0	1		
196	0BrbPbwCMz	Unit ES_04, Section ES_04-12	EG58A	1	constant terms1R1	2005-09-21 12:49:39.0	2005-09-21 12:49:42.0	2005-09-21 12:49:42.0	2005-09-21 12:49:42.0	3	3		1	0	0	1		
197	0BrbPbwCMz	Unit ES_04, Section ES_04-12	EG58A	1	yR2	2005-09-21 12:49:42.0	2005-09-21 12:50:00.0	2005-09-21 12:50:09.0	2005-09-21 12:50:09.0	27		27	0	1	0	1		
198	0BrbPbwCMz	Unit ES_04, Section ES_04-12	EG58A	1	constant termsR2	2005-09-21 12:50:09.0	2005-09-21 12:50:15.0	2005-09-21 12:50:15.0	2005-09-21 12:50:15.0	6	6		1	0	0	1		
199	0BrbPbwCMz	Unit ES_04, Section ES_04-12	EG58A	1	850y-180 = -18	2005-09-21 12:50:26.0	2005-09-21 12:51:29.0	2005-09-21 12:51:29.0	2005-09-21 12:51:29.0	63	63		1	0	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]	48~~11
200	0BrbPbwCMz	Unit ES_04, Section ES_04-12	EG58A	1	850y-180+180 = -18+180	2005-09-21 12:51:29.0	2005-09-21 12:51:45.0	2005-09-21 12:51:45.0	2005-09-21 12:51:45.0	16	16		1	0	0	1	[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]	21
201	0BrbPbwCMz	Unit ES_04, Section ES_04-12	EG58A	2	-31 = -31(-13y-32)-27y	2005-09-23 12:15:31.0	2005-09-23 12:16:24.0	2005-09-23 12:16:34.0	2005-09-23 12:22:06.0	163		163	0	0	4	2	[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]	41
202	0BrbPbwCMz	Unit ES_04, Section ES_04-12	EG58A	2	FinalAnswer	2005-09-23 12:16:34.0	2005-09-23 12:17:35.0	2005-09-23 12:25:11.0	2005-09-23 12:27:23.0	484.999		484.999	0	12	1	3	distribute-sp~~combine-like-terms-sp	6~~14
203	0BrbPbwCMz	Unit ES_04, Section ES_04-12	EG58A	2	-31 = 403y+992-27y	2005-09-23 12:25:11.0	2005-09-23 12:25:29.0	2005-09-23 12:25:29.0	2005-09-23 12:25:29.0	18	18		1	0	0	1	[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]	49
